anon_id,Position,Status,risk_score,Date,HSI
ID_56,DB,High,5,2024-06-27,0
ID_56,DB,High,5,2024-06-27,0
ID_56,DB,High,5,2024-06-27,0
ID_56,DB,High,5,2024-06-27,0
ID_56,DB,High,5,2024-06-27,0
ID_56,DB,High,5,2024-06-27,0
ID_56,DB,High,5,2024-06-27,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Medium,4,2024-08-07,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_6,RB,Low,4,2025-04-23,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2024-06-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_60,DL,Routine,5,2025-02-27,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,5,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_65,OL,Medium,4,2024-07-23,0
ID_68,OL,Routine,4,2024-08-06,0
ID_68,OL,Routine,4,2024-08-06,0
ID_68,OL,Routine,4,2024-08-06,0
ID_68,OL,Routine,4,2024-08-06,0
ID_68,OL,Routine,4,2024-08-06,0
ID_68,OL,Routine,4,2024-08-06,0
ID_68,OL,Routine,4,2024-08-06,0
ID_68,OL,Routine,4,2024-08-06,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,5,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_75,DL,Routine,4,2024-06-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,1
ID_82,OL,Routine,4,2025-02-27,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,0
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,1
ID_82,OL,High,4,2024-08-07,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2025-02-27,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
ID_98,RB,High,4,2024-10-23,0
